flops 4.1 GMac params 30.79 M
Files already downloaded and verified
Files already downloaded and verified
/usr/local/miniconda3/envs/transformer/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
epoch 62 lr 0.002657208639570741 loss 0.00039326278505846855 acc 0.9855
epoch 63 lr 0.0026057820328018143 loss 0.0003781621771189384 acc 0.9853
epoch 64 lr 0.0025549911913891337 loss 0.0003867658853670582 acc 0.9856
epoch 65 lr 0.002504886239761123 loss 0.00037917144196107985 acc 0.9861
epoch 66 lr 0.002455516625455793 loss 0.0003838771135173738 acc 0.9863
epoch 67 lr 0.0024069310703219984 loss 0.00037248359782155604 acc 0.9853
epoch 68 lr 0.002359177522436851 loss 0.0003631906538293697 acc 0.985
epoch 69 lr 0.0023123031087867556 loss 0.00036986317119561135 acc 0.9856
epoch 70 lr 0.0022663540887587715 loss 0.00035180378974648195 acc 0.9854
epoch 71 lr 0.0022213758084881725 loss 0.00036393024587305265 acc 0.9856
epoch 72 lr 0.002177412656107291 loss 0.0003493890867079608 acc 0.9855
epoch 73 lr 0.002134508017939793 loss 0.0003616843267832883 acc 0.9854
epoch 74 lr 0.0020927042356836097 loss 0.00034760072749108077 acc 0.9858
epoch 75 lr 0.002052042564624795 loss 0.00035427483087871226 acc 0.9853
epoch 76 lr 0.002012563132923542 loss 0.0003632701202039607 acc 0.9859
epoch 77 lr 0.0019743049020125303 loss 0.0003530526476819068 acc 0.9854
epoch 78 lr 0.0019373056281466962 loss 0.0003452044657338411 acc 0.9861
epoch 79 lr 0.0019016018251423695 loss 0.00035057633723365144 acc 0.9857
epoch 80 lr 0.0018672287283425422 loss 0.00033634019054006785 acc 0.9859
epoch 81 lr 0.0018342202598438423 loss 0.00033105244687758385 acc 0.9856
epoch 82 lr 0.0018026089950195173 loss 0.00033804327689576896 acc 0.9853
epoch 83 lr 0.0017724261303714746 loss 0.0003542319108964875 acc 0.9855
epoch 84 lr 0.001743701452743099 loss 0.0003337595490925014 acc 0.9855
epoch 85 lr 0.001716463309923239 loss 0.0003448122863890603 acc 0.9852
epoch 86 lr 0.0016907385826703564 loss 0.0003451216578669846 acc 0.9854
epoch 87 lr 0.0016665526581844665 loss 0.00033929442759370433 acc 0.986
epoch 88 lr 0.0016439294050530334 loss 0.0003111585051449947 acc 0.9861
epoch 89 lr 0.0016228911496955606 loss 0.00032626205630134793 acc 0.9858
epoch 90 lr 0.0016034586543301056 loss 0.00033034496530424804 acc 0.9863
epoch 91 lr 0.0015856510964834813 loss 0.0003269828856433742 acc 0.9861
epoch 92 lr 0.0015694860500653502 loss 0.00033338598970789464 acc 0.9859
epoch 93 lr 0.0015549794680248957 loss 0.000314535376818385 acc 0.9857
epoch 94 lr 0.001542145666607192 loss 0.0003193362615536898 acc 0.9857
epoch 95 lr 0.001530997311224795 loss 0.00032777520417701453 acc 0.986
