flops 4.43 GMac params 23.53 M
Files already downloaded and verified
Files already downloaded and verified
/usr/local/miniconda3/envs/transformer/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
epoch 39 lr 0.003894217967198187 loss 0.0004386449043918401 acc 0.9853
epoch 40 lr 0.00384279136042926 loss 0.0004439760196721181 acc 0.9844
epoch 41 lr 0.0037907797401561583 loss 0.0004321706112846732 acc 0.9849
epoch 42 lr 0.0037382344355686515 loss 0.00042591900935862214 acc 0.9849
epoch 43 lr 0.003685207302538496 loss 0.0004191525474144146 acc 0.986
epoch 44 lr 0.00363175067244395 loss 0.0004136961804982275 acc 0.9851
epoch 45 lr 0.003577917300525019 loss 0.00043693967730272564 acc 0.9845
epoch 46 lr 0.0035237603138204045 loss 0.00039829178920015694 acc 0.9855
epoch 47 lr 0.0034693331587375333 loss 0.000389955568453297 acc 0.9855
epoch 48 lr 0.0034146895483074 loss 0.00038596238848287613 acc 0.9855
epoch 49 lr 0.0033598834091762985 loss 0.0003875500503694639 acc 0.9859
epoch 50 lr 0.0033049688283867252 loss 0.0003974305595597252 acc 0.9849
epoch 51 lr 0.0032500000000000007 loss 0.00037881609950680284 acc 0.9855
epoch 52 lr 0.0031950311716132758 loss 0.00037676120521035043 acc 0.9859
epoch 53 lr 0.0031401165908237017 loss 0.0003816885347384959 acc 0.9854
epoch 54 lr 0.0030853104516926 loss 0.0003697032702760771 acc 0.9852
epoch 55 lr 0.0030306668412624677 loss 0.0003718225961830467 acc 0.9855
epoch 56 lr 0.0029762396861795965 loss 0.00035996304308995606 acc 0.9857
epoch 57 lr 0.002922082699474982 loss 0.0003441911337664351 acc 0.9858
epoch 58 lr 0.002868249327556051 loss 0.0003537978349160403 acc 0.9858
epoch 59 lr 0.0028147926974615048 loss 0.0003422904085740447 acc 0.9857
epoch 60 lr 0.0027617655644313487 loss 0.0003482071356638335 acc 0.9854
epoch 61 lr 0.002709220259843843 loss 0.00033617371243890376 acc 0.9854
epoch 62 lr 0.002657208639570741 loss 0.0003380541283637285 acc 0.9854
epoch 63 lr 0.0026057820328018143 loss 0.00033110535925254226 acc 0.9855
epoch 64 lr 0.0025549911913891337 loss 0.0003421999642765149 acc 0.9863
epoch 65 lr 0.002504886239761123 loss 0.0003233624903392047 acc 0.986
epoch 66 lr 0.002455516625455793 loss 0.00033846012572292237 acc 0.986
epoch 67 lr 0.0024069310703219984 loss 0.000333059779368341 acc 0.9861
epoch 68 lr 0.002359177522436851 loss 0.00033070292663760486 acc 0.987
epoch 69 lr 0.0023123031087867556 loss 0.00032333818985847757 acc 0.9861
epoch 70 lr 0.0022663540887587715 loss 0.00031648923906497657 acc 0.9859
epoch 71 lr 0.0022213758084881725 loss 0.00033434672532370313 acc 0.9864
epoch 72 lr 0.002177412656107291 loss 0.00031697169716004284 acc 0.9868
epoch 73 lr 0.002134508017939793 loss 0.000319425212694332 acc 0.9862
epoch 74 lr 0.0020927042356836097 loss 0.0003065307733323425 acc 0.9862
epoch 75 lr 0.002052042564624795 loss 0.0003105479248194024 acc 0.9871
epoch 76 lr 0.002012563132923542 loss 0.00030398585634771734 acc 0.9864
epoch 77 lr 0.0019743049020125303 loss 0.0003227319042943418 acc 0.9863
epoch 78 lr 0.0019373056281466962 loss 0.0003054122444917448 acc 0.9864
epoch 79 lr 0.0019016018251423695 loss 0.0002981884605437517 acc 0.9869
epoch 80 lr 0.0018672287283425422 loss 0.0003075302622793242 acc 0.9864
epoch 81 lr 0.0018342202598438423 loss 0.00030122161994688214 acc 0.9871
epoch 82 lr 0.0018026089950195173 loss 0.00029282651737565175 acc 0.987
epoch 83 lr 0.0017724261303714746 loss 0.00028826813005609436 acc 0.9863
epoch 84 lr 0.001743701452743099 loss 0.00028369294855045156 acc 0.9862
epoch 85 lr 0.001716463309923239 loss 0.0002883342853933573 acc 0.9868
epoch 86 lr 0.0016907385826703564 loss 0.0002859919809061103 acc 0.9866
epoch 87 lr 0.0016665526581844665 loss 0.00027754942945437504 acc 0.9854
epoch 88 lr 0.0016439294050530334 loss 0.00030744065141538157 acc 0.9859
epoch 89 lr 0.0016228911496955606 loss 0.0002837602529441938 acc 0.9859
epoch 90 lr 0.0016034586543301056 loss 0.0002736827199929394 acc 0.9864
epoch 91 lr 0.0015856510964834813 loss 0.0002919989520427771 acc 0.9861
epoch 92 lr 0.0015694860500653502 loss 0.00029024066611891614 acc 0.9865
epoch 93 lr 0.0015549794680248957 loss 0.0002796385582187213 acc 0.9862
epoch 94 lr 0.001542145666607192 loss 0.00028620547231752427 acc 0.9863
epoch 95 lr 0.001530997311224795 loss 0.0002781703990860842 acc 0.987
epoch 96 lr 0.0015215454039585092 loss 0.0002741779064992443 acc 0.9863
epoch 97 lr 0.0015137992726996642 loss 0.0002783730942173861 acc 0.9862
epoch 98 lr 0.0015077665619446102 loss 0.0002780061218491755 acc 0.9859
epoch 99 lr 0.0015034532252505251 loss 0.0002694085145299323 acc 0.9864
